Client ID,Issued on,Paid on,Concept,Sale type,Membership,Subtotal (Excluding taxes),% Taxes,VAT Charged €,Total €,Method of payment
346,02/01/2024,02/02/2024,Vitamin  02/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
443,02/01/2024,02/02/2024,Vitamin  02/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
106,02/01/2024,02/02/2024,Full Open  02/2024 (PARTNER ),Memberships,Full Open,77.73,21.00%,16.32,94.05,Direct debit
305,02/01/2024,02/02/2024,MORNING FITNESS XL  02/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Direct debit
293,02/01/2024,02/02/2024,Morning Fitness 02/2024,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
390,02/01/2024,02/02/2024,MORNING FITNESS XL  02/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Direct debit
63,02/01/2024,02/02/2024 17:35,Vitamin  02/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
484,02/03/2024,02/03/2024 08:45,Bonus,Memberships,Bonus,49.59,21.00%,10.41,60,Card payment
88,12/01/2022,02/03/2024 09:41,Morning Fitness 12/2022,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Card payment
88,02/04/2024,02/04/2024 06:42,MORNING FITNESS XL  2/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Card payment
516,02/01/2024,02/04/2024 08:31,Morning Fitness 02/2024,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Pay with RedSys POS
205,02/01/2024,02/04/2024 14:34,Vitamin  02/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
522,02/01/2024,02/04/2024 16:05,Fitness 02/2024,Memberships,Fitness,99.17,21.00%,20.83,120,Card payment
439,02/01/2024,02/04/2024 16:47,Healthy 02/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Card payment
344,02/01/2024,02/04/2024 18:43,MORNING FITNESS XL  02/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Pay with RedSys POS
540,02/05/2024,02/05/2024 08:01,MORNING FITNESS XL 2/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Card payment
541,02/05/2024,02/05/2024 08:05,Vitamin 2/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
542,02/05/2024,02/05/2024 10:08,MORNING FITNESS XL 2/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Card payment
328,02/01/2024,02/05/2024 11:05,Morning Xl Trimestral 2/2024,Memberships,Morning Xl Trimestral,203.06,21.00%,42.64,245.7,Card payment
88,02/01/2024,02/05/2024 11:06,Vitamin 2/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
131,02/01/2024,02/05/2024,Healthy 02/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Direct debit
313,02/02/2024,02/05/2024,Vitamin 2/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
77,02/01/2024,02/05/2024 14:10,Healthy 02/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Pay with RedSys POS
543,02/06/2024,02/05/2024 16:13,Morning Fitness 2/2024,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Card payment
464,01/28/2024,02/05/2024 17:38,Azor Grips BK GUDMUNDSSON (Talla Talla L) 1 x 34.94€,Products,,28.88,21.00%,6.06,34.94,Pay with RedSys POS
544,02/06/2024,02/05/2024 18:35,Vitamin 2/2024,Memberships,Vitamin,58.13,21.00%,12.21,70.34,Card payment
525,02/01/2024,02/05/2024 18:55,Fitness 02/2024,Memberships,Fitness,99.17,21.00%,20.83,120,Cash payment
480,02/01/2024,02/05/2024 18:59,Healthy 02/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Card payment
427,02/01/2024,02/05/2024 21:38,Healthy 02/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Cash payment
313,12/01/2023,02/05/2024,Light  12/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
428,02/01/2024,02/05/2024,Vitamin  02/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
458,12/01/2023,02/05/2024,Oferta Rugby 12/2023,Memberships,Oferta Rugby,29.17,20.00%,5.83,35,Direct debit
527,02/01/2024,02/05/2024,Vitamin  02/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
468,02/01/2024,02/06/2024 01:25,Morning Fitness 02/2024,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Pay with RedSys POS
296,02/01/2024,02/06/2024,Healthy 02/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Direct debit
458,01/01/2024,02/06/2024,Oferta Rugby 01/2024,Memberships,Oferta Rugby,29.17,20.00%,5.83,35,Direct debit
458,02/01/2024,02/06/2024,Oferta Rugby 02/2024,Memberships,Oferta Rugby,29.17,20.00%,5.83,35,Direct debit
515,02/01/2024,02/06/2024 16:41,Vitamin  02/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
326,02/01/2024,02/06/2024 17:32,Fitness 02/2024,Memberships,Fitness,99.17,21.00%,20.83,120,Card payment
471,02/01/2024,02/06/2024 17:39,Fitness 02/2024,Memberships,Fitness,99.17,21.00%,20.83,120,Cash payment
316,02/01/2024,02/07/2024,MORNING FITNESS XL  02/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Direct debit
339,02/01/2024,02/07/2024,MORNING FITNESS XL  02/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Direct debit
391,02/01/2024,02/07/2024 11:33,Vitamin  02/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
255,02/07/2024,02/07/2024 14:53,Morning Fitness 2/2024,Memberships,Morning Fitness,57.85,21.00%,12.15,70,Card payment
178,02/07/2024,02/07/2024 18:38,Vitamin 2/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
481,02/07/2024,02/07/2024 21:43,Healthy 2/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Card payment
498,02/01/2024,02/08/2024 10:25,Fitness | Descuento Trimestral 01/02/2024,Memberships,Fitness  Descuento Trimestral,272.73,21.00%,57.27,330,Card payment
201,02/01/2024,02/08/2024,MORNING FITNESS XL  02/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Direct debit
491,02/01/2024,02/08/2024,Vitamin  02/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
238,02/01/2024,02/08/2024,Full Open  02/2024,Memberships,Full Open,81.82,21.00%,17.18,99,Direct debit
447,02/01/2024,02/08/2024,Morning Fitness 02/2024,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
423,02/01/2024,02/08/2024,Vitamin  02/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
320,02/01/2024,02/08/2024,Light  02/2024,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
375,01/01/2024,02/08/2024,Vitamin  01/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
375,02/01/2024,02/08/2024,Vitamin  02/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
307,02/01/2024,02/08/2024,Vitamin  02/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
359,02/01/2024,02/08/2024,MORNING FITNESS XL  02/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Direct debit
250,02/01/2024,02/08/2024,Morning Fitness 02/2024,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
520,02/01/2024,02/08/2024,Morning Fitness 02/2024,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
488,01/01/2024,02/08/2024,Morning Fitness 01/2024,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
488,02/01/2024,02/08/2024,Morning Fitness 02/2024,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
483,02/01/2024,02/08/2024,Vitamin  02/2024 (Familiares directos (+3)),Memberships,Vitamin,63.22,21.00%,13.28,76.5,Direct debit
526,02/01/2024,02/08/2024,Vitamin  02/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
269,02/01/2024,02/09/2024 11:31,Healthy 2/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Cash payment
151,02/01/2024,02/09/2024 11:39,Vitamin 2/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
342,02/01/2024,02/09/2024 11:49,Vitamin 2/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
495,02/01/2024,02/10/2024,Vitamin  02/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
361,01/01/2024,02/11/2024,Fitness 01/2024,Memberships,Fitness,99.17,21.00%,20.83,120,Direct debit
361,02/01/2024,02/11/2024,Fitness 02/2024,Memberships,Fitness,99.17,21.00%,20.83,120,Direct debit
431,02/12/2024,02/12/2024 10:34,Vitamin 2/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
301,02/14/2024,02/14/2024 09:04,Healthy | Descuento Trimestral 2/2024,Memberships,Healthy  Descuento Trimestral,147.11,21.00%,30.89,178,Card payment
518,02/14/2024,02/14/2024 11:45,Bonus,Memberships,Bonus,115.7,21.00%,24.3,140,Card payment
545,02/12/2024,02/14/2024 19:25,Vitamin 2/2024,Memberships,Vitamin,43.6,21.00%,9.16,52.76,Card payment
510,02/16/2024,02/16/2024 09:58,Bonus,Memberships,Bonus,57.85,21.00%,12.15,70,Card payment
154,02/16/2024,02/16/2024 14:05,Healthy | Descuento Trimestral 2/2024,Memberships,Healthy  Descuento Trimestral,225.62,21.00%,47.38,273,Card payment
546,02/17/2024,02/17/2024 10:29,Vitamin 2/2024,Memberships,Vitamin,31.49,21.00%,6.61,38.1,Card payment
547,02/20/2024,02/20/2024 08:58,Vitamin 2/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
95,12/01/2023,02/22/2024,Light  12/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
95,01/01/2024,02/22/2024,Light  01/2024,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
95,02/01/2024,02/22/2024,Light  02/2024,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
522,03/01/2024,02/27/2024 18:16,Fitness | Descuento Trimestral 01/03/2024,Memberships,Fitness  Descuento Trimestral,272.73,21.00%,57.27,330,Card payment
421,03/01/2024,02/27/2024 19:42,Fitness 3/2024 - 3/2024,Memberships,Fitness,99.17,21.00%,20.83,120,Card payment
421,01/01/2024,02/27/2024 19:42,Fitness 01/2024,Memberships,Fitness,99.17,21.00%,20.83,120,Card payment
421,02/01/2024,02/27/2024 19:43,Fitness 02/2024,Memberships,Fitness,99.17,21.00%,20.83,120,Card payment
373,03/01/2024,02/28/2024 00:07,MORNING FITNESS XL 3/2024 - 3/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Pay with RedSys POS
305,12/01/2023,02/28/2024,MORNING FITNESS XL  12/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
305,01/01/2024,02/28/2024,MORNING FITNESS XL  01/2024,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
480,02/28/2024,02/28/2024 17:19,Healthy,Memberships,Healthy,82.64,21.00%,17.36,100,Cash payment
499,03/01/2024,02/28/2024 18:09,Fitness | Descuento Semestral 01/03/2024,Memberships,Fitness  Descuento Semestral,528.93,21.00%,111.07,640,Card payment
549,03/01/2024,02/29/2024 09:59,Morning Fitness 3/2024 - 3/2024,Memberships,Morning Fitness,57.85,21.00%,12.15,70,Card payment
546,02/29/2024,02/29/2024 18:41,Vitamin,Other,,85,0.00%,0,85,Card payment
151,02/29/2024,02/29/2024 19:31,Vitamin,Other,,85,0.00%,0,85,Card payment
266,03/01/2024,03/01/2024,Fitness 3/2024,Memberships,Fitness,99.17,21.00%,20.83,120,Direct debit
316,03/01/2024,03/01/2024,MORNING FITNESS XL  03/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Direct debit
213,03/01/2024,03/01/2024,Healthy 03/2024 (Familiares directos (+3)),Memberships,Healthy,74.38,21.00%,15.62,90,Direct debit
487,03/01/2024,03/01/2024,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
289,03/01/2024,03/01/2024,Open Box  03/2024,Memberships,Open Box,70.25,21.00%,14.75,85,Direct debit
502,03/01/2024,03/01/2024,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
304,03/01/2024,03/01/2024,MORNING FITNESS XL  03/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Direct debit
167,03/01/2024,03/01/2024,Light  03/2024,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
347,03/01/2024,03/01/2024,MORNING FITNESS XL  03/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Direct debit
105,03/01/2024,03/01/2024,Full Open  03/2024 (PARTNER ),Memberships,Full Open,77.73,21.00%,16.32,94.05,Direct debit
163,03/01/2024,03/01/2024,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
362,03/01/2024,03/01/2024,Fitness 03/2024,Memberships,Fitness,99.17,21.00%,20.83,120,Direct debit
236,03/01/2024,03/01/2024,Open Box  03/2024,Memberships,Open Box,70.25,21.00%,14.75,85,Direct debit
252,03/01/2024,03/01/2024,Fitness 03/2024,Memberships,Fitness,99.17,21.00%,20.83,120,Direct debit
37,03/01/2024,03/01/2024,Full Open  03/2024,Memberships,Full Open,81.82,21.00%,17.18,99,Direct debit
366,03/01/2024,03/01/2024,Fitness 03/2024,Memberships,Fitness,99.17,21.00%,20.83,120,Direct debit
101,03/01/2024,03/01/2024,Healthy 03/2024 (Familiares directos),Memberships,Healthy,74.38,21.00%,15.62,90,Direct debit
363,03/01/2024,03/01/2024,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
429,03/01/2024,03/01/2024,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
355,03/01/2024,03/01/2024,Morning Fitness 03/2024,Memberships,Morning Fitness,57.85,21.00%,12.15,70,Direct debit
501,03/01/2024,03/01/2024,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
410,03/01/2024,03/01/2024,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
342,03/01/2024,03/01/2024,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
401,03/01/2024,03/01/2024,Fitness 03/2024,Memberships,Fitness,99.17,21.00%,20.83,120,Direct debit
348,03/01/2024,03/01/2024,MORNING FITNESS XL  03/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Direct debit
229,03/01/2024,03/01/2024,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
312,03/01/2024,03/01/2024,Healthy 03/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Direct debit
254,03/01/2024,03/01/2024,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
91,03/01/2024,03/01/2024,Full Open  03/2024 (PARTNER ),Memberships,Full Open,77.73,21.00%,16.32,94.05,Direct debit
493,03/01/2024,03/01/2024,Morning Fitness 03/2024,Memberships,Morning Fitness,57.85,21.00%,12.15,70,Direct debit
519,03/01/2024,03/01/2024,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
50,03/01/2024,03/01/2024,Full Open  03/2024,Memberships,Full Open,81.82,21.00%,17.18,99,Direct debit
53,03/01/2024,03/01/2024,MORNING FITNESS XL  03/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Direct debit
246,03/01/2024,03/01/2024,Healthy 03/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Direct debit
408,03/01/2024,03/01/2024,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
339,03/01/2024,03/01/2024,MORNING FITNESS XL  03/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Direct debit
527,03/01/2024,03/01/2024,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
333,03/01/2024,03/01/2024,MORNING FITNESS XL  03/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Direct debit
307,03/01/2024,03/01/2024,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
,03/01/2024,03/01/2024,Morning Fitness 03/2024 (FCSE,,,,,,,
149,03/01/2024,03/01/2024,Healthy 03/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Direct debit
438,03/01/2024,03/01/2024,Healthy 03/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Direct debit
275,03/01/2024,03/01/2024,Healthy 03/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Direct debit
359,03/01/2024,03/01/2024,MORNING FITNESS XL  03/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Direct debit
257,03/01/2024,03/01/2024,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
249,03/01/2024,03/01/2024,Morning Fitness 03/2024,Memberships,Morning Fitness,57.85,21.00%,12.15,70,Direct debit
313,03/01/2024,03/01/2024,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
378,03/01/2024,03/01/2024,Healthy 03/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Direct debit
494,03/01/2024,03/01/2024,Morning Fitness 03/2024,Memberships,Morning Fitness,57.85,21.00%,12.15,70,Direct debit
351,03/01/2024,03/01/2024,Healthy 03/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Direct debit
190,03/01/2024,03/01/2024,MORNING FITNESS XL  03/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Direct debit
277,03/01/2024,03/01/2024,Fitness 03/2024,Memberships,Fitness,99.17,21.00%,20.83,120,Direct debit
256,03/01/2024,03/01/2024,Morning Fitness 03/2024,Memberships,Morning Fitness,57.85,21.00%,12.15,70,Direct debit
381,03/01/2024,03/01/2024,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
340,03/01/2024,03/01/2024,Fitness 03/2024,Memberships,Fitness,99.17,21.00%,20.83,120,Direct debit
353,03/01/2024,03/01/2024,Light  03/2024,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
89,03/01/2024,03/01/2024,Healthy 03/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Direct debit
450,03/01/2024,03/01/2024,Healthy 03/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Direct debit
147,03/01/2024,03/01/2024,Healthy 03/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Direct debit
269,03/01/2024,03/01/2024,Healthy 03/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Direct debit
443,03/01/2024,03/01/2024,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
117,03/01/2024,03/01/2024 07:44,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
119,03/01/2024,03/01/2024 07:45,Fitness 03/2024,Memberships,Fitness,99.17,21.00%,20.83,120,Card payment
481,03/01/2024,03/01/2024 07:45,Healthy 03/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Card payment
271,03/01/2024,03/01/2024 07:46,MORNING FITNESS XL  03/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Card payment
63,03/01/2024,03/01/2024 07:48,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
230,03/01/2024,03/01/2024 07:49,Healthy 03/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Card payment
164,03/01/2024,03/01/2024 07:49,Full Open  03/2024,Memberships,Full Open,81.82,21.00%,17.18,99,Card payment
86,03/01/2024,03/01/2024 07:50,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
183,03/01/2024,03/01/2024 07:50,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
205,03/01/2024,03/01/2024 07:51,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
148,03/01/2024,03/01/2024 07:51,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
85,03/01/2024,03/01/2024 07:51,Open Box  03/2024 (Familiares directos (+3)),Memberships,Open Box,63.22,21.00%,13.28,76.5,Card payment
241,03/01/2024,03/01/2024 08:04,Healthy 03/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Card payment
240,03/01/2024,03/01/2024 08:05,Healthy 03/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Card payment
396,03/01/2024,03/01/2024 08:05,Open Box  03/2024,Memberships,Open Box,70.25,21.00%,14.75,85,Card payment
207,03/01/2024,03/01/2024 08:07,Light  03/2024,Memberships,Light,57.85,21.00%,12.15,70,Card payment
181,03/01/2024,03/01/2024 08:08,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
393,03/01/2024,03/01/2024 08:09,Fitness 03/2024,Memberships,Fitness,99.17,21.00%,20.83,120,Card payment
9,03/01/2024,03/01/2024 08:10,Fitness 03/2024 (Familiares directos),Memberships,Fitness,89.26,21.00%,18.74,108,Card payment
174,03/01/2024,03/01/2024 08:10,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
258,03/01/2024,03/01/2024 08:10,MORNING FITNESS XL  03/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Card payment
179,03/01/2024,03/01/2024 08:12,Light  03/2024,Memberships,Light,57.85,21.00%,12.15,70,Card payment
303,03/01/2024,03/01/2024,Healthy 3/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Direct debit
296,03/01/2024,03/01/2024,Healthy 03/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Direct debit
64,03/01/2024,03/01/2024,Vitamin | Descuento Trimestral 01/03/2024,Memberships,Vitamin  Descuento Trimestral,198.35,21.00%,41.65,240,Direct debit
468,03/01/2024,03/01/2024 11:02,Morning Fitness 03/2024,Memberships,Morning Fitness,57.85,21.00%,12.15,70,Card payment
550,03/01/2024,03/01/2024 12:25,Healthy | Descuento Trimestral 01/03/2024,Memberships,Healthy  Descuento Trimestral,225.62,21.00%,47.38,273,Card payment
551,03/01/2024,03/01/2024 16:17,Vitamin | Descuento Trimestral 01/03/2024,Memberships,Vitamin  Descuento Trimestral,198.35,21.00%,41.65,240,Card payment
88,03/01/2024,03/01/2024 22:11,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Pay with RedSys POS
471,03/01/2024,03/02/2024,Fitness 03/2024,Memberships,Fitness,99.17,21.00%,20.83,120,Direct debit
538,03/01/2024,03/02/2024 10:34,MORNING FITNESS XL  03/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Pay with RedSys POS
58,10/25/2023,03/02/2024 11:13,Fitness 10/2023,Memberships,Fitness,99.17,21.00%,20.83,120,Cash payment
58,10/25/2023,03/02/2024 13:08,Light 10/2023,Memberships,Light,8.26,21.00%,1.74,10,Cash payment
404,03/01/2024,03/02/2024,Healthy 03/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Direct debit
415,03/01/2024,03/02/2024 17:15,Healthy 03/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Cash payment
525,03/01/2024,03/03/2024 14:29,Fitness 03/2024,Memberships,Fitness,99.17,21.00%,20.83,120,Pay with RedSys POS
540,03/01/2024,03/03/2024 14:34,MORNING FITNESS XL  03/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Pay with RedSys POS
439,03/01/2024,03/03/2024 14:50,Healthy 03/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Pay with RedSys POS
186,03/01/2024,03/03/2024 15:22,Light  03/2024,Memberships,Light,57.85,21.00%,12.15,70,Card payment
168,03/01/2024,03/03/2024 15:22,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
328,03/01/2024,03/03/2024 15:40,MORNING FITNESS XL  03/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Card payment
344,03/01/2024,03/03/2024 17:48,MORNING FITNESS XL  03/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Pay with RedSys POS
541,03/01/2024,03/03/2024 17:53,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Pay with RedSys POS
512,03/01/2024,03/03/2024 18:24,Bonus,Memberships,Bonus,49.59,21.00%,10.41,60,Pay with RedSys POS
201,03/01/2024,03/03/2024,MORNING FITNESS XL  03/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Direct debit
474,03/01/2024,03/03/2024,Open Box  03/2024,Memberships,Open Box,70.25,21.00%,14.75,85,Direct debit
294,03/01/2024,03/03/2024,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
537,03/01/2024,03/03/2024,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
175,03/01/2024,03/03/2024,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
,03/01/2024,03/03/2024,Vitamin  03/2024 (FCSE,,,,,,,
506,03/01/2024,03/03/2024,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
370,03/01/2024,03/03/2024,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
65,03/01/2024,03/03/2024,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
,03/01/2024,03/03/2024,Morning Fitness 03/2024 (FCSE,,,,,,,
314,03/01/2024,03/03/2024,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
431,03/01/2024,03/03/2024,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
284,03/01/2024,03/03/2024,Morning Fitness 03/2024,Memberships,Morning Fitness,57.85,21.00%,12.15,70,Direct debit
543,03/01/2024,03/03/2024,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
345,03/01/2024,03/03/2024,MORNING FITNESS XL  03/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Direct debit
409,03/01/2024,03/03/2024,Light  03/2024,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
526,03/01/2024,03/03/2024,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
250,03/01/2024,03/03/2024,Morning Fitness 03/2024,Memberships,Morning Fitness,57.85,21.00%,12.15,70,Direct debit
193,03/01/2024,03/03/2024,Open Box  03/2024,Memberships,Open Box,70.25,21.00%,14.75,85,Direct debit
356,03/01/2024,03/03/2024,MORNING FITNESS XL  03/2024,Memberships,MORNING FITNESS XL,74.38,21.00%,15.62,90,Direct debit
253,03/01/2024,03/03/2024,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
113,03/01/2024,03/03/2024,Open Box  03/2024,Memberships,Open Box,65.29,21.00%,13.71,79,Direct debit
478,03/01/2024,03/03/2024,Healthy 03/2024,Memberships,Healthy,82.64,21.00%,17.36,100,Direct debit
428,03/01/2024,03/03/2024,Vitamin  03/2024,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
106,03/01/2024,03/03/2024,Full Open  03/2024 (PARTNER ),Memberships,Full Open,77.73,21.00%,16.32,94.05,Direct debit
